ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Beat,District
12166069,JD367698,02/01/2019 09:00:00 AM,038XX N KEDZIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,1733,017
12165613,JD367042,08/20/2019 01:00:00 PM,054XX N BROADWAY,0890,THEFT,FROM BUILDING,NURSING / RETIREMENT HOME,2013,020
12165481,JD366983,08/13/2019 10:00:00 AM,060XX S SANGAMON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0712,007
11786897,JC346780,07/13/2019 09:00:00 AM,001XX N PULASKI RD,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,1114,011
11882608,JC491836,10/30/2019 10:25:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,POLICE FACILITY / VEHICLE PARKING LOT,1134,011
11882595,JC487169,10/26/2019 11:52:23 AM,029XX W VAN BUREN ST,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,STREET,1124,011
11876867,JC469715,10/12/2019 08:45:00 AM,038XX W CHICAGO AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1112,011
12164746,JD366080,09/15/2019 08:00:00 PM,061XX N SHERIDAN RD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,2433,024
12165032,JD366533,08/21/2019 08:00:00 PM,047XX N WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1911,019
11775053,JC357069,07/20/2019 10:44:46 AM,001XX E 105TH ST,2027,NARCOTICS,POSSESS - CRACK,APARTMENT,0512,005
12163097,JD364154,10/07/2019 12:01:00 AM,056XX S MICHIGAN AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,0225,002
12163131,JD364207,12/01/2019 12:00:00 PM,072XX S PRAIRIE AVE,0810,THEFT,OVER $500,RESIDENCE,0323,003
12162785,JD363806,04/01/2019 12:00:00 PM,082XX S BURLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),0424,004
12085135,JD272123,01/17/2019 12:00:00 AM,075XX S EGGLESTON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,0621,006
12162977,JD364065,05/17/2019 02:30:00 PM,064XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,APARTMENT,0314,003
11779738,JC365879,07/26/2019 05:31:44 PM,001XX E 118TH PL,2027,NARCOTICS,POSSESS - CRACK,RESIDENCE,0532,005
11775058,JC356923,07/20/2019 09:50:00 AM,0000X W 103RD ST,2027,NARCOTICS,POSSESS - CRACK,HOTEL / MOTEL,0512,005
11777469,HZ298080,06/06/2019 09:55:00 PM,052XX W DIVERSEY AVE,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,BAR OR TAVERN,2514,025
11771502,JC316867,06/22/2019 08:55:00 AM,007XX N LAWNDALE AVE,2027,NARCOTICS,POSSESS - CRACK,STREET,1112,011
11771437,JC283600,05/29/2019 02:15:00 PM,002XX S CANAL ST,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,OTHER RAILROAD PROPERTY / TRAIN DEPOT,0121,001
11769037,JC272438,05/21/2019 02:14:03 PM,009XX W 54TH ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,RESIDENCE,0934,009
12161562,JD362455,08/10/2019 02:45:00 PM,072XX S STATE ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SCHOOL - PUBLIC BUILDING,0323,003
12162108,JD362432,09/28/2019 03:45:00 PM,023XX N CAMPBELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1431,014
12161857,JD362717,03/01/2019 12:00:00 AM,0000X E LAKE ST,0820,THEFT,$500 AND UNDER,APARTMENT,0111,001
12111727,JD303456,12/27/2019 01:10:00 PM,001XX W 35TH ST,0810,THEFT,OVER $500,CTA PARKING LOT / GARAGE / OTHER PROPERTY,0915,009
12095612,JD284534,04/02/2019 11:50:00 AM,077XX S CARPENTER ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0612,006
12087338,JD274579,12/20/2019 01:10:00 PM,015XX W WARREN BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1224,012
12107888,JD299026,05/15/2019 12:00:00 AM,013XX N Hoyne Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1424,014
12099501,JD289103,12/01/2019 12:00:00 AM,016XX N Bell AVe,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1434,014
12055430,JD237254,11/12/2019 06:10:00 PM,018XX S CALUMET AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),0132,001
12032024,JD210852,11/16/2019 12:00:00 PM,122XX S Green St,0810,THEFT,OVER $500,RESIDENCE,0524,005
11935023,JC563032,12/22/2019 12:00:00 AM,068XX S EUCLID AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),0332,003
12017420,JD194654,12/18/2019 11:30:00 AM,076XX S DANTE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),0411,004
12030202,JD208863,11/20/2019 12:00:00 PM,017XX W OHIO ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1215,012
12027156,JD205443,08/30/2019 02:50:00 PM,016XX N BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1434,014
12013522,JD190308,11/20/2019 06:15:00 PM,011XX N Frontier Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1822,018
12003217,JD178316,03/01/2019 11:15:00 AM,018XX N Orchard St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1813,018
11991918,JD163737,12/17/2019 12:10:00 PM,019XX W George St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1931,019
11769639,JC362131,07/02/2019 12:00:00 AM,043XX N RICHMOND ST,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),1724,017
11660019,JC159259,02/08/2019 05:24:00 AM,034XX S DAN RYAN XPRS OB,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,0915,009
11971968,JD139143,09/01/2019 12:00:00 PM,016XX S ST LOUIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1021,010
11963927,JD130815,12/16/2019 12:45:00 PM,030XX N ASHLAND AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1931,019
11967076,JD134410,12/04/2019 12:05:00 PM,026XX N WAYNE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1932,019
11967078,JD133286,12/21/2019 08:45:00 AM,029XX W JARLATH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,2411,024
11962135,JD127966,12/06/2019 03:46:00 PM,057XX S CICERO AVE,0820,THEFT,$500 AND UNDER,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,0813,008
11960221,JD125722,12/23/2019 08:30:00 AM,016XX W Morse Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,2431,024
11960220,JD125719,12/24/2019 08:30:00 AM,016XX W MORSE AVE,0890,THEFT,FROM BUILDING,APARTMENT,2431,024
11959251,JD124952,12/29/2019 04:30:00 AM,006XX N FRANKLIN ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,018
11959227,JD124443,11/17/2019 09:45:00 AM,016XX N KOLMAR AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,2533,025
11957171,JD121648,11/22/2019 01:35:00 PM,0000X W ILLINOIS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,1831,018
11953670,JD117659,12/01/2019 10:15:00 AM,030XX N Troy St,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1411,014
11952576,JD115931,11/20/2019 12:00:00 PM,026XX N WAYNE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1932,019
11953667,JD117195,12/21/2019 01:39:00 PM,057XX N LINCOLN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),2011,020
11953671,JD118255,12/14/2019 01:00:00 PM,0000X E BALBO AVE,0890,THEFT,FROM BUILDING,APARTMENT,0123,001
11952605,JD115930,12/30/2019 09:30:00 PM,071XX N Mason Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1621,016
11949580,JD113117,11/26/2019 08:30:00 PM,008XX W Fulton Market,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1214,012
11947917,JD110328,12/21/2019 03:00:00 PM,0000X E RANDOLPH ST,0890,THEFT,FROM BUILDING,OTHER,0111,001
11947912,JD110510,12/30/2019 02:43:00 PM,005XX E 32ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,0211,002
11946943,JD109750,11/16/2019 12:00:00 PM,044XX N CAMPBELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1911,019
11944874,JD107889,12/31/2019 12:10:00 PM,012XX S INDIANA AVE,0810,THEFT,OVER $500,RESIDENCE,0132,001
11939857,JD101298,12/31/2019 10:00:00 PM,007XX E Grand Ave,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1834,018
11943769,JD105936,12/27/2019 02:50:00 PM,009XX W CARMEN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,2024,020
11938857,JD100599,12/31/2019 11:50:00 PM,004XX N Ashland ave,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,1215,012
11940909,JD102961,12/30/2019 01:27:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0111,001
11942698,JD105430,12/17/2019 03:30:00 PM,073XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2424,024
11937828,JC566769,12/29/2019 09:27:00 AM,012XX N La Salle Dr,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,1821,018
11936932,JC564703,12/29/2019 01:00:00 PM,124XX S UNION AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0523,005
11940911,JD103303,12/29/2019 11:29:00 AM,038XX W AINSLIE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,1712,017
11936936,JC564873,12/28/2019 04:30:00 PM,027XX N RACINE AVE,0890,THEFT,FROM BUILDING,APARTMENT,1932,019
11749621,JC338800,07/06/2019 03:20:00 AM,025XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,RESIDENCE,1911,019
11936887,JC565097,12/28/2019 12:00:00 AM,107XX S Spaulding Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2211,022
11940915,JD102471,12/22/2019 12:00:00 AM,030XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1932,019
11936916,JC564710,12/28/2019 04:40:00 PM,0000X E MONROE ST,0870,THEFT,POCKET-PICKING,HOTEL/MOTEL,0112,001
11936928,JC564890,12/28/2019 03:00:00 AM,015XX N WELLS ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,1821,018
11940884,JD102979,11/27/2019 03:00:00 PM,018XX W MORSE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,2424,024
11937807,JC565951,12/28/2019 09:12:00 AM,001XX E 133RD ST,0890,THEFT,FROM BUILDING,APARTMENT,0533,005
11935007,JC563002,12/28/2019 12:00:00 AM,022XX W COULTER ST,0810,THEFT,OVER $500,STREET,1034,010
11940923,JD103318,12/20/2019 03:30:00 PM,005XX W BELMONT AVE,0890,THEFT,FROM BUILDING,APARTMENT,1934,019
11937804,JC565901,12/28/2019 02:49:00 PM,055XX N KENMORE AVE,0890,THEFT,FROM BUILDING,APARTMENT,2023,020
11934092,JC561644,12/27/2019 12:15:00 AM,019XX W IRVING PARK RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,1912,019
11936890,JC565825,12/27/2019 04:25:00 PM,014XX N ARTESIAN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1423,014
11934090,JC561830,12/26/2019 08:00:00 AM,002XX E 31ST ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,0211,002
11936915,JC565796,12/26/2019 01:00:00 PM,050XX N KENMORE AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),2024,020
11936950,JC565838,12/26/2019 05:40:00 PM,013XX W GEORGE ST,0890,THEFT,FROM BUILDING,APARTMENT,1932,019
11932439,JC560260,12/26/2019 12:18:00 AM,0000X W IDA B WELLS DR,0860,THEFT,RETAIL THEFT,GAS STATION,0111,001
11937841,JC566760,12/20/2019 12:55:00 PM,034XX W SCHUBERT AVE,0890,THEFT,FROM BUILDING,ALLEY,1412,014
11932078,JC559707,12/25/2019 10:21:00 AM,001XX E IDA B WELLS DR,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,0111,001
11937809,JC566732,12/20/2019 04:48:00 PM,020XX W Eastwood ave,0820,THEFT,$500 AND UNDER,APARTMENT,1911,019
11936901,JC565056,12/08/2019 08:30:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRCRAFT,1651,016
11936938,JC565077,12/24/2019 09:36:00 AM,015XX W HENDERSON ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1922,019
11932248,JC559975,12/24/2019 11:20:00 AM,033XX S PARNELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,0915,009
11931552,JC559290,12/24/2019 03:12:00 PM,015XX W DIVERSEY PKWY,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1932,019
11933210,JC560782,12/23/2019 04:54:00 PM,028XX N Hamlin Ave,0820,THEFT,$500 AND UNDER,APARTMENT,2523,025
11934099,JC561613,12/23/2019 11:30:00 AM,096XX S BISHOP ST,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,2213,022
11931557,JC558280,12/23/2019 02:35:00 PM,075XX S YALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0623,006
11930628,JC558190,12/23/2019 12:30:00 PM,0000X N LA SALLE ST,0890,THEFT,FROM BUILDING,RESTAURANT,0122,001
11934095,JC561780,12/23/2019 01:39:00 PM,027XX N LECLAIRE AVE,0820,THEFT,$500 AND UNDER,OTHER,2521,025
11929626,JC556291,12/22/2019 02:00:00 AM,009XX W 18th st,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1235,012
11931546,JC558316,12/22/2019 08:00:00 PM,023XX W HUBBARD ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,1221,012
11934104,JC561582,12/19/2019 04:30:00 PM,037XX N Claremont Ave,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1921,019
11930610,JC557008,12/21/2019 06:24:00 PM,005XX N RUSH ST,0890,THEFT,FROM BUILDING,RESTAURANT,1834,018
11930631,JC556973,12/21/2019 04:00:00 AM,011XX N CLARK ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),1824,018
11929625,JC556295,12/20/2019 01:24:00 AM,016XX W HURON ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1215,012
11926670,JC553023,12/19/2019 02:57:00 PM,028XX W RASCHER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2011,020
11928658,JC555229,12/19/2019 12:00:00 PM,100XX S SANGAMON ST,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),2232,022
11928680,JC555577,12/19/2019 02:13:00 PM,007XX N ELIZABETH ST,0820,THEFT,$500 AND UNDER,APARTMENT,1215,012
11932242,JC559350,12/17/2019 09:34:00 PM,001XX E WALTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,1833,018
11927666,JC553524,12/19/2019 05:38:00 PM,100XX S YATES AVE,0810,THEFT,OVER $500,SIDEWALK,0431,004
11926676,JC552727,12/18/2019 01:00:00 PM,049XX N WOLCOTT AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,2032,020
11931543,JC558281,11/03/2019 12:00:00 PM,008XX W ERIE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1214,012
11929613,JC556370,12/18/2019 01:40:00 PM,015XX W WINNEMAC AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,2032,020
11925699,JC551316,12/17/2019 01:30:00 PM,048XX S ST LAWRENCE AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0223,002
11926689,JC552723,12/17/2019 07:35:00 AM,008XX W KINZIE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),1214,012
11925711,JC551293,12/17/2019 12:45:00 PM,033XX S LITUANICA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0913,009
11930617,JC557006,11/01/2019 12:50:00 PM,015XX N WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1424,014
11926687,JC552692,12/17/2019 04:50:00 PM,060XX N KENMORE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,2433,024
11926697,JC552427,12/17/2019 05:40:00 PM,001XX N STATE ST,0810,THEFT,OVER $500,CTA TRAIN,0111,001
11925698,JC551289,12/17/2019 02:35:00 PM,007XX W BELMONT AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1934,019
11924764,JC550428,12/16/2019 10:00:00 PM,023XX S OAKLEY AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,1034,010
11926696,JC552266,12/16/2019 12:00:00 PM,016XX W OGDEN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1224,012
11928659,JC555264,09/01/2019 07:25:00 PM,004XX E NORTH WATER ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,1834,018
11923158,JC548554,12/16/2019 07:30:00 AM,009XX N CHRISTIANA AVE,0460,BATTERY,SIMPLE,RESIDENCE,1121,011
11924778,JC550446,12/15/2019 06:40:00 PM,006XX W MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,0121,001
11924798,JC550532,12/15/2019 01:15:00 PM,006XX W MELROSE ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1925,019
11924804,JC550717,12/15/2019 12:45:00 PM,001XX N STATE ST,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,0111,001
11924776,JC550732,12/15/2019 12:45:00 PM,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,0111,001
11928674,JC555575,12/15/2019 07:04:00 PM,011XX E 46TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,0222,002
11923735,JC548490,12/14/2019 02:30:00 PM,031XX N KOLMAR AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,2521,025
11924793,JC550542,12/14/2019 11:40:00 PM,002XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,0111,001
11927667,JC553533,12/05/2019 01:49:00 PM,110XX S WENTWORTH AVE,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,0513,005
11923731,JC548491,12/14/2019 09:35:00 AM,060XX S KILBOURN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0813,008
11926678,JC552350,11/17/2019 05:05:00 PM,005XX W MELROSE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1925,019
11926668,JC553046,12/12/2019 04:21:00 PM,007XX N ELIZABETH ST,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,1215,012
11925712,JC551636,12/12/2019 04:27:00 PM,081XX S Blackstone Ave,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,0411,004
11919820,JC544694,12/12/2019 12:00:00 PM,028XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1412,014
11920859,JC545627,12/12/2019 02:30:00 PM,014XX W BELLE PLAINE AVE,0890,THEFT,FROM BUILDING,APARTMENT,1912,019
11919805,JC543564,12/11/2019 12:00:00 PM,036XX W HIRSCH ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),2535,025
11919808,JC543961,12/11/2019 01:55:00 AM,015XX N LA SALLE DR,0820,THEFT,$500 AND UNDER,STREET,1821,018
11919839,JC544054,12/10/2019 04:50:00 PM,003XX N WELLS ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,1831,018
11918838,JC542738,12/10/2019 12:00:00 PM,006XX W ALDINE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1925,019
11919804,JC544704,12/10/2019 07:30:00 PM,001XX W Jackson BLVD,0890,THEFT,FROM BUILDING,BAR OR TAVERN,0122,001
11918814,JC542469,12/10/2019 08:00:00 PM,0000X E OHIO ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,RESTAURANT,1834,018
11919824,JC544660,12/09/2019 09:00:00 PM,016XX N CLAREMONT AVE,0810,THEFT,OVER $500,STREET,1434,014
11919822,JC543955,12/09/2019 02:23:00 PM,047XX N MONTICELLO AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1723,017
11917805,JC541649,12/09/2019 10:35:00 AM,031XX N ORCHARD ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1934,019
11916732,JC541027,12/09/2019 03:05:00 PM,011XX N Mozart St,0820,THEFT,$500 AND UNDER,RESIDENCE,1211,012
11917801,JC541482,12/09/2019 05:00:00 PM,003XX W ILLINOIS ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,1831,018
11916730,JC540389,12/09/2019 10:55:00 AM,004XX W 62ND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,CHA APARTMENT,0711,007
11917839,JC542269,12/09/2019 03:00:00 PM,047XX N MONTICELLO AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1723,017
11918839,JC542798,12/09/2019 03:30:00 PM,0000X W CHESTNUT ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1832,018
11917823,JC542276,12/08/2019 09:40:00 AM,050XX N KEDVALE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,1712,017
11921802,JC546724,12/06/2019 08:15:00 PM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRCRAFT,1651,016
11916740,JC541083,12/07/2019 08:00:00 PM,008XX N LARRABEE ST,0820,THEFT,$500 AND UNDER,APARTMENT,1823,018
11915701,JC538989,12/07/2019 02:57:00 PM,099XX S UNION AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,2232,022
11916728,JC540312,12/07/2019 01:10:00 PM,031XX N MONTICELLO AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2523,025
11916735,JC539780,12/07/2019 07:00:00 PM,016XX N MILWAUKEE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1434,014
11918821,JC542792,12/07/2019 08:00:00 PM,038XX N WILTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1923,019
11914795,JC538154,12/06/2019 01:49:00 PM,021XX W LYNDALE ST,0820,THEFT,$500 AND UNDER,APARTMENT,1432,014
11919809,JC543966,12/02/2019 10:00:00 AM,021XX W EASTWOOD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1911,019
11914790,JC538374,12/06/2019 07:00:00 PM,020XX N Racine Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,1811,018
11918835,JC542461,12/01/2019 10:00:00 AM,015XX W GRANVILLE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2433,024
11918827,JC542473,11/26/2019 02:45:00 PM,014XX W LUNT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2431,024
11913744,JC537116,12/05/2019 02:30:00 PM,013XX W GLENLAKE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2433,024
11912649,JC536036,12/05/2019 06:30:00 AM,006XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,CONSTRUCTION SITE,1834,018
11918836,JC542463,10/01/2019 03:20:00 PM,083XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,OTHER COMMERCIAL TRANSPORTATION,0632,006
11915708,JC539664,12/04/2019 01:25:00 PM,060XX N KEELER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1711,017
11912644,JC535068,12/04/2019 12:30:00 PM,020XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1225,012
11917807,JC542261,11/11/2019 12:00:00 PM,029XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,APARTMENT,0133,001
11915709,JC539621,12/04/2019 12:00:00 AM,029XX N SPRINGFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,2523,025
11912681,JC535052,12/04/2019 10:00:00 PM,052XX N Sheridan rd,0890,THEFT,FROM BUILDING,APARTMENT,2023,020
11911442,JC534366,12/03/2019 12:45:00 PM,005XX W 14TH PL,0890,THEFT,FROM BUILDING,OTHER,0124,001
11910328,JC532845,12/03/2019 03:00:00 AM,038XX N BELL AVE,0810,THEFT,OVER $500,STREET,1921,019
11911467,JC533862,12/03/2019 07:30:00 PM,050XX W WEST END AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1532,015
11916761,JC540068,12/01/2019 11:00:00 AM,014XX W FLOURNOY ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1231,012
11910149,JC533291,12/03/2019 06:30:00 AM,020XX W FLOURNOY ST,0810,THEFT,OVER $500,STREET,1225,012
11912663,JC536026,12/03/2019 05:00:00 AM,040XX N FRANCISCO AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1724,017
11911438,JC534209,12/02/2019 09:00:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1651,016
11910320,JC532333,12/02/2019 01:44:00 PM,012XX N WOOD ST,0820,THEFT,$500 AND UNDER,RESIDENCE,1424,014
11915707,JC539673,11/20/2019 04:00:00 PM,053XX S DORCHESTER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0234,002
